1834.40000000, 253.90000000, 
1833.10000000, 249.70000000, 
1833.60000000, 249.00000000, 
1833.50000000, 288.40000000, 
1840.40000000, 279.20000000, 
1833.60000000, 253.30000000, 
1833.00000000, 266.60000000, 
1876.00000000, 355.30000000, 
1850.20000000, 346.00000000, 
1843.80000000, 1368.50000000, 
1832.70000000, 262.50000000, 
1846.90000000, 262.10000000, 
1898.50000000, 286.10000000, 
1874.60000000, 324.40000000, 
1832.60000000, 360.80000000, 
1832.90000000, 358.20000000, 
1900.10000000, 478.80000000, 
1842.60000000, 890.70000000, 
1850.00000000, 337.10000000, 
1834.60000000, 254.20000000, 
1848.70000000, 277.50000000, 
1843.10000000, 299.60000000, 
1836.50000000, 489.00000000, 
1882.20000000, 345.40000000, 
1834.00000000, 348.80000000, 
1887.70000000, 353.20000000, 
1832.40000000, 337.60000000, 
1833.50000000, 340.40000000, 
1935.40000000, 314.30000000, 
1834.20000000, 288.60000000, 
1833.20000000, 249.50000000, 
1833.10000000, 255.00000000, 
1832.30000000, 277.80000000, 
1839.80000000, 300.70000000, 
1833.70000000, 248.50000000, 
1836.40000000, 284.60000000, 
1852.20000000, 340.00000000, 
1834.30000000, 357.40000000, 
1833.20000000, 254.40000000, 
1832.30000000, 257.20000000, 
1836.00000000, 251.40000000, 
1824.90000000, 253.90000000, 
1831.00000000, 275.50000000, 
1833.10000000, 252.90000000, 
1832.10000000, 252.60000000, 
1999.50000000, 300.70000000, 
1833.00000000, 315.90000000, 
1832.40000000, 283.30000000, 
1840.70000000, 762.80000000, 
1839.30000000, 290.90000000, 
1832.40000000, 249.50000000, 
1832.40000000, 249.00000000, 
1833.40000000, 293.10000000, 
1869.80000000, 249.90000000, 
1832.90000000, 289.80000000, 
1833.50000000, 272.50000000, 
1833.30000000, 255.30000000, 
1832.50000000, 294.10000000, 
1832.50000000, 260.40000000, 
1833.30000000, 265.30000000, 
1832.20000000, 270.50000000, 
1834.20000000, 304.50000000, 
1864.50000000, 339.90000000, 
1834.00000000, 333.10000000, 
1837.40000000, 330.40000000, 
1833.80000000, 327.30000000, 
1832.80000000, 329.00000000, 
1832.40000000, 329.50000000, 
1834.30000000, 338.30000000, 
1834.10000000, 338.30000000, 
2163.90000000, 276.40000000, 
1871.70000000, 269.10000000, 
1840.00000000, 304.50000000, 
1876.70000000, 352.30000000, 
1861.90000000, 249.60000000, 
1839.20000000, 259.50000000, 
1912.40000000, 253.90000000, 
1939.30000000, 248.70000000, 
1914.00000000, 253.60000000, 
2189.00000000, 248.90000000, 
1983.00000000, 252.70000000, 
1873.60000000, 249.10000000, 
1873.60000000, 252.50000000, 
1833.70000000, 252.00000000, 
1912.70000000, 249.20000000, 
1835.70000000, 249.30000000, 
3320.60000000, 252.70000000, 
2458.10000000, 249.00000000, 
2030.40000000, 248.70000000, 
2588.70000000, 249.00000000, 
2453.40000000, 249.00000000, 
3305.50000000, 249.00000000, 
2759.80000000, 248.30000000, 
1974.40000000, 248.70000000, 
1845.90000000, 255.50000000, 
1927.20000000, 249.00000000, 
1898.70000000, 251.30000000, 
2165.70000000, 249.00000000, 
3922.90000000, 248.60000000, 
1936.80000000, 248.00000000, 
